ID;MARCA;MODELO
2622;MAHINDRA;LEGEND
2623;JEEP;CJ3
2624;MAHINDRA;ARMADA
2625;MAHINDRA;CHASSI
2626;MAHINDRA;SCORPIO PICK-UP
2627;CHANA;STAR TRUCK
2628;CHANA;STAR
2629;CHANA;STAR VAN CARGO
2630;CHANA;STAR VAN PASSAGEIROS
2632;SIMCA;ALVORADA
2633;SIMCA;CHAMBORD
2637;SIMCA;PROFISSIONAL
2639;SIMCA;VEDETTE
2640;SIMCA;ARONDE
2641;SIMCA;1200S
2642;SIMCA;1000
2645;HYUNDAI;HB20X
2646;HYUNDAI;HB20S
2648;CHEVROLET;MONZA
2649;CHEVROLET;CHEVETTE
2650;LIFAN;X60
2651;CHEVROLET;TRAX
2652;BMW;118
2653;BMW;120
2654;BMW;130
2655;BMW;BAVARIA
2656;BMW;C-2800
2657;BMW;318
2658;BMW;320
2659;BMW;318 CABRIO
2660;BMW;325 CABRIO
2661;BMW;530
2662;BMW;540
2663;BMW;550
2664;BMW;740
2665;BMW;750
2666;BMW;760
2675;DITALLY;MATRIX 4X4
2694;SHINERAY;A7
2695;SHINERAY;A9
2696;SHINERAY;A9 CARGO
2697;SHINERAY;T20
2698;SHINERAY;T20 BAU
2699;SHINERAY;T22
2704;ENVEMO;SUPER 90 COUPE
2705;GURGEL;X20
2706;GURGEL;ITAIPU
2707;GURGEL;G800
2708;GURGEL;XEF
2709;GURGEL;MOTOMACHINE
2710;GURGEL;BUGATO
2711;GURGEL;QT
2716;DKW-VEMAG;CAICARA
2717;DKW-VEMAG;CARCARA
2718;DKW-VEMAG;FISSORE
2719;DKW-VEMAG;MALZONI
2720;DKW-VEMAG;VEMAGUET
2727;CITROEN;C4 LOUNGE
2728;MAZDA;CX-7
2729;TANGER;TR
2730;TANGER;LUCENA
2731;TANGER;SEVETSE
2732;TANGER;RAGGE
2733;VOLVO;C70
2734;VOLVO;C30
2735;VOLVO;544
2736;VOLVO;S40
2737;VOLVO;S60
2738;VOLVO;S70
2739;VOLVO;S80
2740;VOLVO;V40
2741;VOLVO;V50
2742;VOLVO;V60
2743;VOLVO;V70
2744;VOLVO;S90
2745;VOLVO;XC60
2746;VOLVO;XC70
2747;VOLVO;XC90
2748;VOLVO;P1900
2749;VOLVO;PV36
2750;VOLVO;PV444
2751;VOLVO;PV544
2752;VOLVO;PV51
2753;VOLVO;PV654
2754;VOLVO;C50
2755;MERCEDES-BENZ;190
2756;MERCEDES-BENZ;CLASSE CLA
2757;MERCEDES-BENZ;CLASSE V
2758;MERCEDES-BENZ;VANEO
2759;MERCEDES-BENZ;CITAN
2760;MERCEDES-BENZ;VARIO
2761;MERCEDES-BENZ;CLASSE S CLASSICO
2809;JAC;J3S
2810;RELY;PICK-UP
2811;RELY;VAN
2823;CITROEN;C3 SOLARIS
2824;CITROEN;C3 XTR
2825;CITROEN;C4 SOLARIS
2826;CITROEN;C5 BREAK/TOURER
2827;CITROEN;XSARA BREAK
2828;CITROEN;XSARA VTS
2829;CITROEN;XANTIA BREAK
2830;CITROEN;XM BREAK
2831;CITROEN;C15
2832;CITROEN;NEMO
2833;CITROEN;VISA
2834;CITROEN;C1
2835;CITROEN;C2
2836;CITROEN;C3 PLURIEL
2837;CITROEN;DS4
2838;CITROEN;DS5
2839;CITROEN;JUMPY
2840;CITROEN;C-CROSSER
2841;CITROEN;C35
2842;CITROEN;C25
2843;CITROEN;CX
2844;CITROEN;CX BREAK
2845;CITROEN;AXEL
2846;CITROEN;DYANE
2847;CITROEN;GS/GSA
2848;CITROEN;GS/GSA BREAK
2849;CITROEN;MEHARI
2850;CITROEN;SAXO
2851;CITROEN;SM
2852;CITROEN;ELYSEE
2853;RENAULT;MASTER MINIBUS
2854;CHERY;CELER
2855;CHERY;CELER SEDAN
2856;CHERY;CIELO SEDAN
2857;AUDI;A1 SPORTBACK
2858;AUDI;A1 QUATTRO
2859;AUDI;A3 SPORTBACK
2860;AUDI;RS4 AVANT
2861;AUDI;A8L W12
2862;AUDI;R8 V10
2863;FORD;RANGER CD
2864;JAC;T140
2865;BMW;X1
2866;BMW;X3
2867;BMW;X5
2868;BMW;X6
2869;BMW;840
2870;BMW;850
2871;BMW;645
2872;BMW;650
2874;HONDA;FIT TWIST
2876;MCLAREN;MP4
2877;MCLAREN;F1
2878;FORD;MONDEO SW
2879;FORD;ESCORT SEDAN
2880;FORD;ESCORT CONVERSIVEL
2881;MAZDA;MX-6
2884;CHEVROLET;CORISCO
2885;CHEVROLET;CHEVELLE
2886;FORD;EXCURSION
2887;VOLKSWAGEN;TOURAN
2890;FORD;F-10000
2891;PEUGEOT;HOGGAR ESCAPADE
2901;FORD;PHAETON
2913;VOLKSWAGEN;TRANSPORTER
2914;KIA;GRAND BESTA
2915;NISSAN;200SX
2916;NISSAN;240SX
2921;CHRYSLER;300M
2922;CHRYSLER;300C TOURING
2928;FORD;TORINO
2931;CHEVROLET;VENTURE
2932;CHEVROLET;FLEETLINE
2933;CHEVROLET;FLEETMASTER
2934;CHEVROLET;DELUXE
2936;FORD;ESCORT XR3
2937;CHEVROLET;MASTER
2938;OLDSMOBILE;TORONADO
2939;OLDSMOBILE;SIX
2940;OLDSMOBILE;EIGHT
2941;OLDSMOBILE;DELUXE
2942;OLDSMOBILE;SERIES 60
2943;OLDSMOBILE;SERIES 70
2944;OLDSMOBILE;SERIES 80
2945;OLDSMOBILE;SERIES 90
2946;OLDSMOBILE;STARFIRE
2947;OLDSMOBILE;442
2948;OLDSMOBILE;CUTLASS
2949;OLDSMOBILE;CUTLASS SUPREME
2950;OLDSMOBILE;CUTLASS SALON
2951;OLDSMOBILE;CUTLASS CALAIS
2952;OLDSMOBILE;CUTLASS CIERA
2953;OLDSMOBILE;CUSTOM CRUISER
2954;OLDSMOBILE;VISTA CRUISER
2955;OLDSMOBILE;F-85
2957;OLDSMOBILE;FIRENZA
2958;OLDSMOBILE;ACHIEVA
2959;OLDSMOBILE;ALERO
2960;OLDSMOBILE;AURORA
2961;OLDSMOBILE;BRAVADA
2962;OLDSMOBILE;INTRIGUE
2963;OLDSMOBILE;SILHOUETTE
2972;PLYMOUTH;SUPERBIRD
2973;PLYMOUTH;FURY
2974;PLYMOUTH;SPECIAL
2975;PLYMOUTH;PROWLER
2976;PLYMOUTH;TRAIL DUSTER
2977;PLYMOUTH;VOYAGER
2978;PLYMOUTH;SCAMP
2979;PLYMOUTH;ARROW
2980;PLYMOUTH;PT50
2981;PLYMOUTH;PT57
2982;PLYMOUTH;PT81
2983;PLYMOUTH;PT105
2984;PLYMOUTH;PT125
2985;PLYMOUTH;EXPRESS
2986;PLYMOUTH;VOYAGER EXPRESSO
2987;PLYMOUTH;NEON
2988;PLYMOUTH;LASER
2989;PLYMOUTH;CARAVELLE
2990;PLYMOUTH;STATION WAGON
2991;PLYMOUTH;MODEL Q
2992;PLYMOUTH;MODEL P6
2993;ASTON MARTIN;DB9 COUPE
2994;ASTON MARTIN;DB9 VOLANTE
2995;ASTON MARTIN;VIRAGE COUPE
2996;ASTON MARTIN;RAPIDE S
2997;ASTON MARTIN;V12 VANTAGE
2998;ASTON MARTIN;V8 VANTAGE COUPE
2999;ASTON MARTIN;V8 VANTAGE ROADSTER
3000;ASTON MARTIN;V8 VANTAGE S COUPE
3001;ASTON MARTIN;V8 VANTAGE S ROADSTER
3002;ASTON MARTIN;VANQUISH COUPE
3003;ASTON MARTIN;VANQUISH VOLANTE
3004;ASTON MARTIN;V12 ZAGATO
3005;ASTON MARTIN;DB5
3007;ASTON MARTIN;DBS
3008;ASTON MARTIN;DBS VOLANTE
3009;ASTON MARTIN;CYGNET
3010;ASTON MARTIN;ONE-77
3011;ASTON MARTIN;DBR9
3013;BMW;M3
3014;BMW;M5
3015;BMW;M6
3016;BMW;X6 M
3017;MINI;CABRIO
3018;MINI;COUPE
3019;MINI;ROADSTER
3020;MINI;COUNTRYMAN
3021;MINI;PACEMAN
3022;MINI;JOHN COOPER WORKS
3023;PAGANI;ZONDA
3024;SUBARU;NEW XV
3025;SUBARU;IMPREZA WRX HATCH
3026;SUBARU;IMPREZA WRX STI HATCH
3027;SUBARU;IMPREZA WRX STI SEDAN
3028;SUBARU;IMPREZA WRX SEDAN
3030;TOYOTA;ETIOS CROSS
3031;LAMBORGHINI;HURACAN
3032;VOLKSWAGEN;UP
4964;SMART;FORTWO CABRIO
4969;ADAMO;GT
4970;ADAMO;GTL
4971;ADAMO;GTM
4972;ADAMO;C2
4973;ADAMO;CRX
4974;ADAMO;AC 2000
4975;LINCOLN;AVIATOR
4976;LINCOLN;BLACKWOOD
4977;LINCOLN;CAPRI
4978;LINCOLN;CONTINENTAL
4979;LINCOLN;LS
4980;LINCOLN;MARK
4981;LINCOLN;MARK LT
4982;LINCOLN;MKR
4983;LINCOLN;MKS
4984;LINCOLN;MKX
4985;LINCOLN;MKZ
4986;LINCOLN;NAVIGATOR
4987;LINCOLN;PREMIERE
4988;LINCOLN;TOWN CAR
4989;LINCOLN;VERSAILLES
4990;LINCOLN;ZEPHYR
4991;CHEVROLET;CLASSIC
4992;SSANGYONG;ACTYON
5003;CHEVROLET;MARAJO
5004;CHEVROLET;SUPREMA
5005;VOLKSWAGEN;NEW BEETLE
5006;VOLKSWAGEN;QUANTUM
5007;VOLKSWAGEN;CROSSFOX
5008;FIAT;MILLE
5009;GEELY;GC2
5010;GEELY;EC7
5011;LIFAN;530
5012;FIAT;MOBI
5013;FIAT;TORO
5014;JEEP;RENEGADE
5015;RENAULT;DUSTER OROCH
5016;RENAULT;SANDERO RS
5017;HYUNDAI;HB20R
5018;HYUNDAI;GRAND SANTA FE
5019;VOLKSWAGEN;GOLF VARIANT
5020;VOLKSWAGEN;SPACE CROSS
5021;PEUGEOT;2008
5022;KIA;QUORIS
5023;KIA;GRAND CARNIVAL
5024;JAC;T8
5025;JAC;T6
5026;JAC;T5
5027;FORD;KA SEDAN
5028;FORD;FOCUS FASTBACK
5029;AUDI;A3 SEDAN
5030;AUDI;A5
5031;AUDI;RS 3 SPORTBACK
5032;AUDI;RS6 AVANT
5033;AUDI;TT COUPE
5034;BMW;SÉRIE 1
5035;BMW;SÉRIE 1 CABRIO
5036;BMW;SÉRIE 1 COUPÉ
5037;BMW;SÉRIE 1 M
5038;BMW;SÉRIE 3 CABRIO
5039;BMW;SÉRIE 3 M3 COUPÉ
5040;BMW;SÉRIE 3 M3 SEDÃ
5041;BMW;SÉRIE 3 SEDÃ
5042;BMW;SÉRIE 5 GRAN TURISMO
5043;BMW;SÉRIE 5 SEDÃ
5044;BMW;SÉRIE 7 SEDÃ
5045;BMW;Z4 ROADSTER
5046;BMW;I3
5047;BENTLEY;CONTINENTAL GT
5048;BENTLEY;CONTINENTAL GTC
5049;BENTLEY;CONTINENTAL FLYING SPUR
5050;BENTLEY;AZURE
5051;BENTLEY;ARNAGE
5052;BENTLEY;MULSANNE
5053;BENTLEY;BENTLEY BROOKLANDS
5054;BENTLEY;BENTLEY HUNAUDIERES
5055;BENTLEY;SILVER WINGS
5056;CHEVROLET;ASTRA HATCH
5057;CHEVROLET;ASTRA SEDAN
5058;CHEVROLET;CORSA HATCH
5059;CHEVROLET;CORSA SEDÃ
5060;CHEVROLET;CRUZE SPORT6
5061;CHEVROLET;VECTRA GT
5062;CHRYSLER;TOWN & COUNTRY
5063;CHERY;CELER HATCH
5064;CHERY;CIELO HATCH
5065;FIAT;ARGO
5066;FIAT;CRONOS
5067;FIAT;PULSE
5068;FIAT;FASTBACK
5069;FIAT;DUCATO
5070;FORD;TERRITORY
5071;HONDA;WR-V
5072;HYUNDAI;CRETA
5073;JAGUAR;F-PACE
5074;JAGUAR;XE
5075;JAGUAR;XF
5076;JAGUAR;XJ
5077;JAGUAR;I-PACE
5078;KIA;RIO
5079;LAND ROVER;RANGE ROVER EVOQUE
5080;LAND ROVER;RANGE ROVER SPORT
5081;LAND ROVER;RANGE ROVER VELAR
5082;LAND ROVER;DISCOVERY SPORT
5083;LEXUS;CT200H
5084;LEXUS;IS
5085;LEXUS;NX
5086;LEXUS;LX
5087;LEXUS;UX
5088;MAZDA;MAZDA2
5089;MAZDA;MAZDA3
5090;MAZDA;MAZDA6
5091;MAZDA;CX-3
5092;MAZDA;CX-5
5093;MAZDA;CX-9
5094;MERCEDES-BENZ;CLASSE GLA
5095;MERCEDES-BENZ;CLASSE GLB
5096;MERCEDES-BENZ;CLASSE GLC
5097;MERCEDES-BENZ;CLASSE GLE
5098;MERCEDES-BENZ;CLASSE GLS
5099;MINI;COOPER S
5100;MINI;CLUBMAN
5101;MITSUBISHI;ECLIPSE CROSS
5102;NISSAN;KICKS
5103;PEUGEOT;5008
5104;PORSCHE;718 BOXSTER
5105;PORSCHE;718 CAYMAN
5106;PORSCHE;MACAN
5107;PORSCHE;TAYCAN
5108;RENAULT;KWID
5109;RENAULT;STEPWAY
5110;RENAULT;CAPTUR
5111;RENAULT;OROCH
5112;RENAULT;KARDIAN
5113;SUBARU;XV
5114;SUBARU;WRX
5115;SUZUKI;S-CROSS
5116;TOYOTA;YARIS HB
5117;TOYOTA;YARIS SEDAN
5118;TOYOTA;COROLLA CROSS
5119;TOYOTA;SW4
5120;TOYOTA;GR COROLLA
5121;VOLKSWAGEN;VIRTUS
5122;VOLKSWAGEN;NIVUS
5123;VOLKSWAGEN;T-CROSS
5124;VOLKSWAGEN;TAOS
5125;VOLVO;V90
5126;VOLVO;XC40
5127;VOLVO;EX90
5128;BYD;DOLPHIN
5129;BYD;SEAL
5130;BYD;SONG PLUS
5131;BYD;TANG
5132;BYD;HAN
5133;TESLA;MODEL 3
5134;TESLA;MODEL Y
5135;TESLA;MODEL S
5136;TESLA;MODEL X
5137;CAOA CHERY;TIGGO 2
5138;CAOA CHERY;TIGGO 3X
5139;CAOA CHERY;TIGGO 5X
5140;CAOA CHERY;TIGGO 7
5141;CAOA CHERY;TIGGO 8
5142;JAC;E-JS1
5143;JAC;E-JS4
5144;JAC;T50
5145;JAC;T60
5146;JAC;T80
5147;RAM;1500
5148;RAM;2500
5149;RAM;3500
